expt,site,subject,att,AUCMeasure,AUC
1,2,20,3,2,0.0731529238218754
1,1,21,1,2,0.133121496250947
1,1,21,2,2,0.100103476730604
1,1,21,3,2,0.102700779352048
1,2,21,1,2,0.133121496250947
1,2,21,2,2,0.100103476730604
1,2,21,3,2,0.102700779352048
1,1,22,1,2,0.028599654019308
1,1,22,2,2,0.0148394417106344
1,1,22,3,2,0.0159494787183838
1,2,22,1,2,0.028599654019308
1,2,22,2,2,0.0148394417106344
1,2,22,3,2,0.0159494787183838
1,1,23,1,2,0.0930080696333805
1,1,23,2,2,0.0910409277449003
1,1,23,3,2,0.0619628787817859
1,2,23,1,2,0.0930080696333805
1,2,23,2,2,0.0910409277449003
1,2,23,3,2,0.0619628787817859
1,1,24,1,2,0.142611423007736
1,1,24,2,2,0.115406612673366
1,1,24,3,2,0.104967908674315
1,2,24,1,2,0.142611423007736
1,2,24,2,2,0.115406612673366
1,2,24,3,2,0.104967908674315
1,1,25,1,2,0.164860791867567
1,1,25,2,2,0.146165241529143
1,1,25,3,2,0.109736985448037
1,2,25,1,2,0.164860791867567
1,2,25,2,2,0.146165241529143
1,2,25,3,2,0.109736985448037
1,1,26,1,2,0.34532317712589
1,1,26,2,2,0.266591164474331
1,1,26,3,2,0.295181308955168
1,2,26,1,2,0.34532317712589
1,2,26,2,2,0.266591164474331
1,2,26,3,2,0.295181308955168
1,1,27,1,2,0.091830692965083
1,1,27,2,2,0.0811132466345607
1,1,27,3,2,0.0426756375614442
1,2,27,1,2,0.091830692965083
1,2,27,2,2,0.0811132466345607
1,2,27,3,2,0.0426756375614442
1,1,28,1,2,0.206359179259016
1,1,28,2,2,0.161001443510724
1,1,28,3,2,0.114613885858892
1,2,28,1,2,0.206359179259016
1,2,28,2,2,0.161001443510724
1,2,28,3,2,0.114613885858892
1,1,29,1,2,0.0483944894150988
1,1,29,2,2,0.0423714840180645
1,1,29,3,2,0.0592546733252731
1,2,29,1,2,0.0483944894150988
1,2,29,2,2,0.0423714840180645
1,2,29,3,2,0.0592546733252731
1,1,30,1,2,0.242505529721364
1,1,30,2,2,0.182076264927555
1,1,30,3,2,0.191738800375086
1,2,30,1,2,0.242505529721364
1,2,30,2,2,0.182076264927555
1,2,30,3,2,0.191738800375086
3,1,31,1,2,0.162850809534028
3,1,31,2,2,0.156724980521249
3,1,31,3,2,0.176287287637621
3,2,31,1,2,0.162850809534028
3,2,31,2,2,0.156724980521249
3,2,31,3,2,0.176287287637621
3,1,32,1,2,0.080509155373243
3,1,32,2,2,0.096386714219873
3,1,32,3,2,0.0835102453492976
3,2,32,1,2,0.080509155373243
3,2,32,2,2,0.096386714219873
3,2,32,3,2,0.0835102453492976
3,1,33,1,2,0.139923990864565
3,1,33,2,2,0.0139951799058587
3,1,33,3,2,0.00316172218007928
3,2,33,1,2,0.139923990864565
3,2,33,2,2,0.0139951799058587
3,2,33,3,2,0.00316172218007928
3,1,34,1,2,0.198360874662676
3,1,34,2,2,0.126395299552162
3,1,34,3,2,0.0807795339934225
3,2,34,1,2,0.198360874662676
3,2,34,2,2,0.126395299552162
3,2,34,3,2,0.0807795339934225
3,1,35,1,2,0.00877209353427261
3,1,35,2,2,0.00243526794670653
3,1,35,3,2,0.00133590297255596
3,2,35,1,2,0.00877209353427261
3,2,35,2,2,0.00243526794670653
3,2,35,3,2,0.00133590297255596
3,1,36,1,2,0.404996291790246
3,1,36,2,2,0.199098177315122
3,1,36,3,2,0.0624126470823814
3,2,36,1,2,0.404996291790246
3,2,36,2,2,0.199098177315122
3,2,36,3,2,0.0624126470823814
3,1,37,1,2,0.0141545002745092
3,1,37,2,2,0.0111976143979937
3,1,37,3,2,0.0110133110894733
3,2,37,1,2,0.0141545002745092
3,2,37,2,2,0.0111976143979937
3,2,37,3,2,0.0110133110894733
3,1,38,1,2,0.0209525475797369
3,1,38,2,2,0.0113878898347648
3,1,38,3,2,0.00960061909853468
3,2,38,1,2,0.0209525475797369
3,2,38,2,2,0.0113878898347648
3,2,38,3,2,0.00960061909853468
3,1,39,1,2,0.138606349042118
3,1,39,2,2,0.102208413190905
3,1,39,3,2,0.0997297186791557
3,2,39,1,2,0.138606349042118
3,2,39,2,2,0.102208413190905
3,2,39,3,2,0.0997297186791557
3,1,40,1,2,0.0388770931841904
3,1,40,2,2,0.02567488041139
3,1,40,3,2,0.00244416636288714
3,2,40,1,2,0.0388770931841904
3,2,40,2,2,0.02567488041139
3,2,40,3,2,0.00244416636288714
3,1,41,1,2,0.182948274376948
3,1,41,2,2,0.131543243673314
3,1,41,3,2,0.02489986636058
3,2,41,1,2,0.182948274376948
3,2,41,2,2,0.131543243673314
3,2,41,3,2,0.02489986636058
3,1,42,1,2,0.112994326622703
3,1,42,2,2,0.0993987590474117
3,1,42,3,2,0.076567629202173
3,2,42,1,2,0.112994326622703
3,2,42,2,2,0.0993987590474117
3,2,42,3,2,0.076567629202173
3,1,43,1,2,0.281249115199094
3,1,43,2,2,0.283080553658725
3,1,43,3,2,0.211635868650821
3,2,43,1,2,0.281249115199094
3,2,43,2,2,0.283080553658725
3,2,43,3,2,0.211635868650821
3,1,44,1,2,0.0733682802058328
3,1,44,2,2,0.0465723793576894
3,1,44,3,2,0.032385930437481
3,2,44,1,2,0.0733682802058328
3,2,44,2,2,0.0465723793576894
3,2,44,3,2,0.032385930437481
3,1,45,1,2,0.0778481605395457
3,1,45,2,2,0.0659888722256576
3,1,45,3,2,0.0772117209844726
3,2,45,1,2,0.0778481605395457
3,2,45,2,2,0.0659888722256576
3,2,45,3,2,0.0772117209844726
3,1,46,1,2,0.0566375044331941
3,1,46,2,2,0.054571228402741
3,1,46,3,2,0.0190257537954068
3,2,46,1,2,0.0566375044331941
3,2,46,2,2,0.054571228402741
3,2,46,3,2,0.0190257537954068
3,1,47,1,2,0.0311158186091379
3,1,47,2,2,0.0262916239825645
3,1,47,3,2,0.0124733244820039
3,2,47,1,2,0.0311158186091379
3,2,47,2,2,0.0262916239825645
3,2,47,3,2,0.0124733244820039
3,1,48,1,2,0.184543283256553
3,1,48,2,2,0.0919570536971872
3,1,48,3,2,0.0787064105154425
3,2,48,1,2,0.184543283256553
3,2,48,2,2,0.0919570536971872
3,2,48,3,2,0.0787064105154425
3,1,49,1,2,0.0276342452688361
3,1,49,2,2,0.00670553550465975
3,1,49,3,2,0.0114356225793007
3,2,49,1,2,0.0276342452688361
3,2,49,2,2,0.00670553550465975
3,2,49,3,2,0.0114356225793007
3,1,50,1,2,0.0308602885291981
3,1,50,2,2,0.0360087170746054
3,1,50,3,2,0.0120625431028215
3,2,50,1,2,0.0308602885291981
3,2,50,2,2,0.0360087170746054
3,2,50,3,2,0.0120625431028215
3,1,51,1,2,0.0241229943442715
3,1,51,2,2,0.0127589817586863
3,1,51,3,2,0.0178510890113002
3,2,51,1,2,0.0241229943442715
3,2,51,2,2,0.0127589817586863
3,2,51,3,2,0.0178510890113002
3,1,52,1,2,0.221575384595089
3,1,52,2,2,0.228244004804513
3,1,52,3,2,0.13215920555062
3,2,52,1,2,0.221575384595089
3,2,52,2,2,0.228244004804513
3,2,52,3,2,0.13215920555062
3,1,53,1,2,0.010301652537547
3,1,53,2,2,0.0067017261799238
3,1,53,3,2,0.00545970358331046
3,2,53,1,2,0.010301652537547
3,2,53,2,2,0.0067017261799238
3,2,53,3,2,0.00545970358331046
3,1,54,1,2,0.0995505622193975
3,1,54,2,2,0.0515561453608117
3,1,54,3,2,0.0241497337844062
3,2,54,1,2,0.0995505622193975
3,2,54,2,2,0.0515561453608117
3,2,54,3,2,0.0241497337844062
3,1,55,1,2,0.16796717371611
3,1,55,2,2,0.164008711792734
3,1,55,3,2,0.169354398210696
3,2,55,1,2,0.16796717371611
3,2,55,2,2,0.164008711792734
3,2,55,3,2,0.169354398210696
3,1,56,1,2,0.0298441242905503
3,1,56,2,2,0.0123282374466346
3,1,56,3,2,0.0120555051475685
3,2,56,1,2,0.0298441242905503
3,2,56,2,2,0.0123282374466346
3,2,56,3,2,0.0120555051475685
3,1,57,1,2,0.0264633649110174
3,1,57,2,2,0.00834226133679111
3,1,57,3,2,0.00633572748314034
3,2,57,1,2,0.0264633649110174
3,2,57,2,2,0.00834226133679111
3,2,57,3,2,0.00633572748314034
3,1,58,1,2,0.0521044229226336
3,1,58,2,2,0.0315263189844897
3,1,58,3,2,0.0262027651871206
3,2,58,1,2,0.0521044229226336
3,2,58,2,2,0.0315263189844897
3,2,58,3,2,0.0262027651871206
3,1,59,1,2,0.0392382920920118
3,1,59,2,2,0.0219916279570332
3,1,59,3,2,0.0172942147265574
3,2,59,1,2,0.0392382920920118
3,2,59,2,2,0.0219916279570332
3,2,59,3,2,0.0172942147265574
3,1,60,1,2,0.00292919014057862
3,1,60,2,2,0.000123844610445505
3,1,60,3,2,0.000649974570471658
3,2,60,1,2,0.00292919014057862
3,2,60,2,2,0.000123844610445505
3,2,60,3,2,0.000649974570471658
4,1,61,1,2,0.241809926546781
4,1,61,2,2,0.251631933223575
4,1,61,3,2,0.267014242064601
4,2,61,1,2,0.241809926546781
4,2,61,2,2,0.251631933223575
4,2,61,3,2,0.267014242064601
4,1,62,1,2,0.0128433115686654
4,1,62,2,2,0.0255150587494952
4,1,62,3,2,0.0750538062182957
4,2,62,1,2,0.0128433115686654
4,2,62,2,2,0.0255150587494952
4,2,62,3,2,0.0750538062182957
4,1,63,1,2,0.0898369148577807
4,1,63,2,2,0.133830140150835
4,1,63,3,2,0.154043822565492
4,2,63,1,2,0.0898369148577807
4,2,63,2,2,0.133830140150835
4,2,63,3,2,0.154043822565492
4,1,64,1,2,0.100390321586156
4,1,64,2,2,0.146801333072975
4,1,64,3,2,0.322111629819272
4,2,64,1,2,0.100390321586156
4,2,64,2,2,0.146801333072975
4,2,64,3,2,0.322111629819272
4,1,65,1,2,0.0575459927174868
4,1,65,2,2,0.102343722011542
4,1,65,3,2,0.245860899437963
4,2,65,1,2,0.0575459927174868
4,2,65,2,2,0.102343722011542
4,2,65,3,2,0.245860899437963
4,1,66,1,2,0.216666703953226
4,1,66,2,2,0.233829418219912
4,1,66,3,2,0.231506093975021
4,2,66,1,2,0.216666703953226
4,2,66,2,2,0.233829418219912
4,2,66,3,2,0.231506093975021
4,1,67,1,2,0.268646682965843
4,1,67,2,2,0.251101231059681
4,1,67,3,2,0.30075118320284
4,2,67,1,2,0.268646682965843
4,2,67,2,2,0.251101231059681
4,2,67,3,2,0.30075118320284
4,1,68,1,2,0.201431985323319
4,1,68,2,2,0.222482048792792
4,1,68,3,2,0.178007087206479
4,2,68,1,2,0.201431985323319
4,2,68,2,2,0.222482048792792
4,2,68,3,2,0.178007087206479
4,1,69,1,2,0.0891990744867017
4,1,69,2,2,0.146766852315118
4,1,69,3,2,0.118509220574465
4,2,69,1,2,0.0891990744867017
4,2,69,2,2,0.146766852315118
4,2,69,3,2,0.118509220574465
4,1,70,1,2,0.0858372757545185
4,1,70,2,2,0.10767248164089
4,1,70,3,2,0.13150832162988
4,2,70,1,2,0.0858372757545185
4,2,70,2,2,0.10767248164089
4,2,70,3,2,0.13150832162988
4,1,71,1,2,0.118205597656181
4,1,71,2,2,0.182599527404912
4,1,71,3,2,0.231118682440314
4,2,71,1,2,0.118205597656181
4,2,71,2,2,0.182599527404912
4,2,71,3,2,0.231118682440314
4,1,72,1,2,0.0948120427791454
4,1,72,2,2,0.114542618873564
4,1,72,3,2,0.0832314127765635
4,2,72,1,2,0.0948120427791454
4,2,72,2,2,0.114542618873564
4,2,72,3,2,0.0832314127765635
4,1,73,1,2,0.204855370140017
4,1,73,2,2,0.179341740849259
4,1,73,3,2,0.140245919775631
4,2,73,1,2,0.204855370140017
4,2,73,2,2,0.179341740849259
4,2,73,3,2,0.140245919775631
4,1,74,1,2,0.274530967189461
4,1,74,2,2,0.277020896099375
4,1,74,3,2,0.256911620374645
4,2,74,1,2,0.274530967189461
4,2,74,2,2,0.277020896099375
4,2,74,3,2,0.256911620374645
4,1,75,1,2,0.184404037653532
4,1,75,2,2,0.232220735363461
4,1,75,3,2,0.262352273690816
4,2,75,1,2,0.184404037653532
4,2,75,2,2,0.232220735363461
4,2,75,3,2,0.262352273690816
4,1,76,1,2,0.323732563575069
4,1,76,2,2,0.290619794658036
4,1,76,3,2,0.282136448180563
4,2,76,1,2,0.323732563575069
4,2,76,2,2,0.290619794658036
4,2,76,3,2,0.282136448180563
4,1,77,1,2,0.120436401548512
4,1,77,2,2,0.128294859687714
4,1,77,3,2,0.132358413362867
4,2,77,1,2,0.120436401548512
4,2,77,2,2,0.128294859687714
4,2,77,3,2,0.132358413362867
4,1,78,1,2,0.0481185834023653
4,1,78,2,2,0.0357132831540253
4,1,78,3,2,0.0452299092890812
4,2,78,1,2,0.0481185834023653
4,2,78,2,2,0.0357132831540253
4,2,78,3,2,0.0452299092890812
4,1,79,1,2,0.0648054158453963
4,1,79,2,2,0.0601588806260643
4,1,79,3,2,0.0748734493414699
4,2,79,1,2,0.0648054158453963
4,2,79,2,2,0.0601588806260643
4,2,79,3,2,0.0748734493414699
4,1,80,1,2,0.0196539572259029
4,1,80,2,2,0.00804528933810025
4,1,80,3,2,0.00465445054392916
4,2,80,1,2,0.0196539572259029
4,2,80,2,2,0.00804528933810025
4,2,80,3,2,0.00465445054392916
4,1,81,1,2,0.330176128201972
4,1,81,2,2,0.331677576821869
4,1,81,3,2,0.236640268780583
4,2,81,1,2,0.330176128201972
4,2,81,2,2,0.331677576821869
4,2,81,3,2,0.236640268780583
4,1,82,1,2,0.11253472826284
4,1,82,2,2,0.0979666812664023
4,1,82,3,2,0.122160913699872
4,2,82,1,2,0.11253472826284
4,2,82,2,2,0.0979666812664023
4,2,82,3,2,0.122160913699872
4,1,83,1,2,0.144400272578976
4,1,83,2,2,0.12621369511316
4,1,83,3,2,0.185141924168294
4,2,83,1,2,0.144400272578976
4,2,83,2,2,0.12621369511316
4,2,83,3,2,0.185141924168294
4,1,84,1,2,0.0584132492390852
4,1,84,2,2,0.0469510285689872
4,1,84,3,2,0.0334159596542852
4,2,84,1,2,0.0584132492390852
4,2,84,2,2,0.0469510285689872
4,2,84,3,2,0.0334159596542852
4,1,85,1,2,0.0391220246903668
4,1,85,2,2,0.0603476050828316
4,1,85,3,2,0.0712293514011335
4,2,85,1,2,0.0391220246903668
4,2,85,2,2,0.0603476050828316
4,2,85,3,2,0.0712293514011335
4,1,86,1,2,0.0496220609271207
4,1,86,2,2,0.066826829779409
4,1,86,3,2,0.128810863696819
4,2,86,1,2,0.0496220609271207
4,2,86,2,2,0.066826829779409
4,2,86,3,2,0.128810863696819
4,1,87,1,2,0.189173318350056
4,1,87,2,2,0.165389861187933
4,1,87,3,2,0.020416653462416
4,2,87,1,2,0.189173318350056
4,2,87,2,2,0.165389861187933
4,2,87,3,2,0.020416653462416
4,1,88,1,2,0.104540858955656
4,1,88,2,2,0.147441974385231
4,1,88,3,2,0.212996791614472
4,2,88,1,2,0.104540858955656
4,2,88,2,2,0.147441974385231
4,2,88,3,2,0.212996791614472
4,1,89,1,2,0.188918817702121
4,1,89,2,2,0.11506051745378
4,1,89,3,2,0.142855854173172
4,2,89,1,2,0.188918817702121
4,2,89,2,2,0.11506051745378
4,2,89,3,2,0.142855854173172
4,1,90,1,2,0.284232160068308
4,1,90,2,2,0.29671545463511
4,1,90,3,2,0.395112687751607
4,2,90,1,2,0.284232160068308
4,2,90,2,2,0.29671545463511
4,2,90,3,2,0.395112687751607
